,Price,Street,City,Province,Bed,Bath,sqft
979,599900,705-59 East Liberty Street,Toronto,ON,1 bed,1 bath,600-699 sqft
980,625000,1506-5 Parkway Forest Drive,Toronto,ON,2+1 bed,1 bath,1000-1199 sqft
981,888000,24 White Avenue,Toronto,ON,2+1 bed,1 bath,
982,999000,11 Hoshlega Drive,Toronto,ON,3+2 bed,3 bath,
983,949000,61 Lynnbrook Drive,Toronto,ON,3 bed,2 bath,
984,2588000,71 Laurentide Drive,Toronto,ON,5+1 bed,3 bath,
985,1299000,90 Ilford Road,Toronto,ON,2 bed,1 bath,1100-1500 sqft
986,665000,811-2285 Lake Shore Boulevard W,Toronto,ON,1+1 bed,1 bath,900-999 sqft
987,899000,840-31 Tippett Road,Toronto,ON,2+1 bed,2 bath,800-899 sqft
988,799000,3902-55 Ann O'reilly Road,Toronto,ON,2+1 bed,2 bath,700-799 sqft
989,1649999,77 Bonacres Avenue,Toronto,ON,4+1 bed,4 bath,
990,699999,3101-225 Sherway Gardens Road,Toronto,ON,1+1 bed,1 bath,600-699 sqft
991,599000,309-8 Rean Drive,Toronto,ON,1 bed,1 bath,600-699 sqft
992,789900,1406-25 Broadway Avenue,Toronto,ON,1+1 bed,1 bath,700-799 sqft
993,899000,14 Kentroyal Drive,Toronto,ON,2 bed,2 bath,
994,979000,140 Fourth Street,Toronto,ON,2+1 bed,3 bath,
995,999000,57 Joanna Drive,Toronto,ON,3+1 bed,2 bath,1100-1500 sqft
996,599900,9G-6 Rosebank Drive,Toronto,ON,1+1 bed,1 bath,700-799 sqft
997,1149000,3407-375 King Street W,Toronto,ON,2 bed,2 bath,900-999 sqft
998,549000,1520-3050 Ellesmere Road,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
999,599998,1201-3237 Bayview Avenue,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1000,1995000,711&712-36 Blue Jays Way,Toronto,ON,2+1 bed,4 bath,2250-2499 sqft
1001,688800,211-383 Adelaide Street E,Toronto,ON,1 bed,1 bath,700-799 sqft
1002,839000,1402-38 Fontenay Court,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1003,799000,38 King Henrys Boulevard,Toronto,ON,3+1 bed,3 bath,1400-1599 sqft
1004,599000,701-40 Homewood Avenue,Toronto,ON,2 bed,1 bath,700-799 sqft
1005,999000,893 Islington Avenue,Toronto,ON,4 bed,2 bath,1500-2000 sqft
1006,588000,411-195 Bonis Avenue,Toronto,ON,2 bed,2 bath,700-799 sqft
1007,749900,209-390 Cherry Street,Toronto,ON,1+1 bed,2 bath,600-699 sqft
1008,2299000,1035-25 Adra Grado Way,Toronto,ON,3 bed,4 bath,1800-1999 sqft
1009,699999,214-399 Adelaide Street W,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1010,899000,5001-70 Temperance Street,Toronto,ON,2+1 bed,2 bath,700-799 sqft
1011,2748000,12 Addison Crescent,Toronto,ON,5 bed,4 bath,
1012,729900,414-246 Logan Avenue,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1013,899000,2902-8 Eglinton Avenue E,Toronto,ON,2+1 bed,2 bath,700-799 sqft
1014,1198000,195 Hendon Avenue,Toronto,ON,3+1 bed,2 bath,
1015,879500,3109-185 Roehampton Avenue,Toronto,ON,2 bed,2 bath,700-799 sqft
1016,588888,605-20 Bruyeres Mews,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1017,499000,310-8 Wellesley Street E,Toronto,ON,1 bed,1 bath,500-599 sqft
1018,700000,2302-70 Queens Wharf Road,Toronto,ON,2 bed,1 bath,700-799 sqft
1019,2999900,8 Edgehill Road W,Toronto,ON,4+1 bed,4 bath,
1020,3999999,12 Sunvale Drive,Toronto,ON,5+2 bed,8 bath,5000+ sqft
1021,699900,918-400 Adelaide Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1022,699000,LP 04-77 Lombard Street,Toronto,ON,2 bed,2 bath,800-899 sqft
1023,948000,419 Crawford Street,Toronto,ON,3 bed,3 bath,
1024,800000,552 Mcroberts Avenue,Toronto,ON,2+1 bed,2 bath,
1025,999900,1222-80 Harrison Garden Boulevard S,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1026,699900,1516-9 Mabelle Avenue,Toronto,ON,2 bed,2 bath,700-799 sqft
1027,1888000,56 Dalmatian Crescent,Toronto,ON,5 bed,6 bath,3500-5000 sqft
1028,499000,3708-125 Village Green Square,Toronto,ON,1 bed,1 bath,500-599 sqft
1029,698000,608-60 Shuter Street,Toronto,ON,1+1 bed,2 bath,600-699 sqft
1030,549900,1510-28 Olive Avenue,Toronto,ON,1 bed,1 bath,500-599 sqft
1031,1458800,41 Altamont Road,Toronto,ON,3+2 bed,2 bath,
1032,599000,815-88 Park Lawn Road,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1033,599900,409-56 Forest Manor Road,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1034,799000,19 The Wishbone ,Toronto,ON,3+1 bed,2 bath,
1035,898000,55 Kennaley Crescent,Toronto,ON,4+2 bed,4 bath,1500-2000 sqft
1036,3180000,37 Geraldton Crescent,Toronto,ON,4+1 bed,7 bath,
1037,850000,728-15 Northtown Way,Toronto,ON,2 bed,2 bath,700-799 sqft
1038,849900,1709-170 Fort York Boulevard,Toronto,ON,2 bed,2 bath,700-799 sqft
1039,921900,PH6-44 Gerrard Street W,Toronto,ON,2+2 bed,2 bath,1000-1199 sqft
1040,759900,913-35 Bastion Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1041,688880,726-85 Queens Wharf Road,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1042,599369,108-1530 Weston Road,Toronto,ON,3 bed,3 bath,1000-1199 sqft
1043,1080000,202-51 Lady Bank Road,Toronto,ON,2+1 bed,2 bath,1200-1399 sqft
1044,700000,507-35 Hayden Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1045,1876000,62 Carney Road,Toronto,ON,3+3 bed,3 bath,
1046,709999,738-830 Lawrence Avenue W,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1047,699000,2404-135 Marlee Avenue,Toronto,ON,2 bed,2 bath,900-999 sqft
1048,658000,317-10 Northtown Way,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1049,2300000,4505-20 Lombard Street,Toronto,ON,2+1 bed,2 bath,1200-1399 sqft
1050,549000,104-1360 York Mills Road,Toronto,ON,2 bed,1 bath,1000-1199 sqft
1051,798000,S439-112 George Street,Toronto,ON,1+1 bed,1 bath,800-899 sqft
1052,499000,2001-17 Zorra Street East,Toronto,ON,1 bed,1 bath,
1053,739900,502-275 Yorkland Road,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1054,1388800,12 Rustic Road,Toronto,ON,3+1 bed,3 bath,
1055,928000,808-159 Wellesley Street E,Toronto,ON,3 bed,2 bath,800-899 sqft
1056,788000,2-76 Castlebury Crescent,Toronto,ON,3 bed,3 bath,1200-1399 sqft
1057,1700000,16 Outlook Avenue,Toronto,ON,5+3 bed,4 bath,2500-3000 sqft
1058,749900,1107-25 Oxley Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1059,2420000,48 Spencely Court,Toronto,ON,3+1 bed,4 bath,
1060,499000,518-501 St. Clair Avenue W,Toronto,ON,– bed,1 bath,0-499 sqft
1061,868000,216-80 Harrison Garden Boulevard,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1062,1188888,435 Rhodes Avenue,Toronto,ON,3+1 bed,3 bath,
1063,699000,503-17 Kenaston Garden,Toronto,ON,2 bed,2 bath,501 to 1000 sqft
1064,1690000,302W-480 Queens Quay W,Toronto,ON,1+1 bed,2 bath,1400-1599 sqft
1065,638999,1708-15 Vicora Linkway Way,Toronto,ON,3 bed,2 bath,1000-1199 sqft
1066,1788000,71 Grace Street,Toronto,ON,3 bed,2 bath,
1067,898000,1812-50 Ordnance Street,Toronto,ON,2 bed,2 bath,700-799 sqft
1068,2499900,78 Gladstone Avenue,Toronto,ON,9+2 bed,7 bath,
1069,918800,1616-35 Bales Avenue,Toronto,ON,2+1 bed,2 bath,900-999 sqft
1070,1795000,210-280 Howland Avenue,Toronto,ON,2+1 bed,3 bath,1200-1399 sqft
1071,699900,406-133 Wynford Drive,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
1072,988000,106 Scarboro Avenue,Toronto,ON,3+1 bed,2 bath,
1073,750000,1707-5 Rowntree Road,Toronto,ON,2 bed,2 bath,1200-1399 sqft
1074,499000,602-2800 Warden Avenue,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1075,688888,1408-225 Sumach Street,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1076,999999,1710-386 Yonge Street,Toronto,ON,2+1 bed,2 bath,900-999 sqft
1077,699000,805-15 La Rose Avenue,Toronto,ON,3 bed,2 bath,1200-1399 sqft
1078,635000,509-555 Yonge Street,Toronto,ON,1+1 bed,2 bath,800-899 sqft
1079,849000,26 Camps Lane,Toronto,ON,3+1 bed,3 bath,1500-2000 sqft
1080,998000,TH-102-78 Canterbury Place,Toronto,ON,1+1 bed,2 bath,900-999 sqft
1081,599900,605-15 Legion Road,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1082,1285888,4361 Lawrence Avenue E,Toronto,ON,3+3 bed,3 bath,
1083,999000,44 Wyncliff Crescent,Toronto,ON,4 bed,3 bath,1500-2000 sqft
1084,649900,803-40 Panorama Court,Toronto,ON,2 bed,2 bath,1200-1399 sqft
1085,675000,25-2020 Pharmacy Avenue,Toronto,ON,3 bed,2 bath,1000-1199 sqft
1086,1049900,3611-101 Peter Street,Toronto,ON,2 bed,2 bath,700-799 sqft
1087,1470000,15 Woodcroft Crescent,Toronto,ON,2 bed,1 bath,
1088,679000,323-2261 Lake Shore Boulevard,Toronto,ON,1 bed,2 bath,800-899 sqft
1089,699900,1206-365 Church Street E,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1090,799000,908-26 Norton Avenue,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
1091,735000,15 Woodcroft Crescent,Toronto,ON,2 bed,1 bath,
1092,735000,17 Woodcroft Crescent,Toronto,ON,2 bed,1 bath,
1093,599900,3208-5 Valhalla Inn Road,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1094,699913,1005-21 Markbrook Lane,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1095,1405000,19 Shalom Crescent,Toronto,ON,3+3 bed,3 bath,1100-1500 sqft
1096,999000,75 Amesbury Drive,Toronto,ON,3 bed,2 bath,
1097,1310000,1185 College Street,Toronto,ON,2+3 bed,3 bath,
1098,729900,2605-219 Fort York Boulevard,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1099,3180000,280 Princess Avenue,Toronto,ON,4+1 bed,7 bath,3500-5000 sqft
1100,1688000,82 New Forest Square,Toronto,ON,5+3 bed,5 bath,2500-3000 sqft
1101,999000,14-85 Eastwood Park Gardens,Toronto,ON,2 bed,3 bath,1200-1399 sqft
1102,3388000,43 Madawaska Avenue,Toronto,ON,4+1 bed,6 bath,
1103,719000,804-270 Queens Quay W,Toronto,ON,1+1 bed,1 bath,800-899 sqft
1104,898000,804-33 Bay Street,Toronto,ON,2 bed,2 bath,800-899 sqft
1105,699000,503-17 Kenaston Gardens,Toronto,ON,2 bed,2 bath,800-899 sqft
1106,998000,27 Jordanroch Court,Toronto,ON,3 bed,3 bath,
1107,999000,12 Mentor Boulevard,Toronto,ON,3+3 bed,2 bath,
1108,689000,1909-58 Orchard View Boulevard,Toronto,ON,1 bed,1 bath,0-499 sqft
1109,799000,1515-400 Adelaide Street E,Toronto,ON,2 bed,2 bath,700-799 sqft
1110,1189000,82 Yatescastle Drive,Toronto,ON,3+1 bed,2 bath,
1111,1190000,32 Warfield Drive,Toronto,ON,4+2 bed,4 bath,1500-2000 sqft
1112,1648000,50 Silverview Drive,Toronto,ON,3+2 bed,3 bath,
1113,999888,10 Warbeck Place,Toronto,ON,3 bed,1 bath,
1114,999000,94 Romulus Drive,Toronto,ON,3+2 bed,3 bath,
1115,2088000,4 Roycrest Avenue,Toronto,ON,2+1 bed,3 bath,
1116,1059990,4416-386 Yonge Street,Toronto,ON,2+1 bed,2 bath,800-899 sqft
1117,648000,607-2152 Lawrence Avenue E,Toronto,ON,2 bed,2 bath,800-899 sqft
1118,749888,779-209 Fort York Boulevard,Toronto,ON,2+1 bed,2 bath,800-899 sqft
1119,2398000,4309-180 University Avenue,Toronto,ON,2 bed,3 bath,1600-1799 sqft
1120,859900,707-2 Sonic Way,Toronto,ON,2 bed,2 bath,800-899 sqft
1121,2249900,115 Evans Avenue,Toronto,ON,3 bed,4 bath,2000-2500 sqft
1122,2599000,2 Chicora Avenue,Toronto,ON,3+1 bed,4 bath,2500-3000 sqft
1123,729900,25 Capreol Court,Toronto,ON,1 bed,1 bath,625 sqft
1124,519900,2507-215 Queen Street,Toronto,ON,– bed,1 bath,0-499 sqft
1125,999000,376 Danforth Road,Toronto,ON,3+1 bed,3 bath,1500-2000 sqft
1126,1299000,912 Kennedy Road,Toronto,ON,4 bed,2 bath,
1127,3988800,23 Terrace Avenue,Toronto,ON,4+1 bed,7 bath,3500-5000 sqft
1128,499000,2001-17 Zorra Street,Toronto,ON,1 bed,1 bath,500-599 sqft
1129,1395500,414-835 St Clair Avenue W,Toronto,ON,2 bed,2 bath,1200-1399 sqft
1130,988000,2285 Lawrence Avenue W,Toronto,ON,2+1 bed,1 bath,
1131,668000,2811-101 Charles Street E,Toronto,ON,1 bed,1 bath,500-599 sqft
1132,1288000,909-90 Stadium Road,Toronto,ON,2 bed,2 bath,900-999 sqft
1133,530000,305-78 Warren Road,Toronto,ON,1 bed,1 bath,600-699 sqft
1134,688000,407-30 Roehampton Avenue W,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1135,2188000,6 Fairhaven Drive,Toronto,ON,4+1 bed,3 bath,
1136,1395000,19 Highview Avenue,Toronto,ON,4 bed,2 bath,
1137,1000000,23 Greenvale Terrace,Toronto,ON,2+1 bed,2 bath,
1138,960000,825-15 Baseball Place,Toronto,ON,2+1 bed,2 bath,800-899 sqft
1139,1628000,TH-3-850 Richmond Street W,Toronto,ON,2+1 bed,2 bath,1600-1799 sqft
1140,1800000,812-55 Harbour Square,Toronto,ON,2 bed,2 bath,1400-1599 sqft
1141,1290000,65 Cuffley Crescent N,Toronto,ON,3 bed,1 bath,
1142,499900,1408-3390 Weston Road,Toronto,ON,2 bed,1 bath,800-899 sqft
1143,1699000,TH123-2289 Lake Shore W Boulevard,Toronto,ON,2+1 bed,3 bath,1800-1999 sqft
1144,415000,507-15 London Green Court,Toronto,ON,2 bed,2 bath,900-999 sqft
1145,599000,208-185 Bonis Avenue,Toronto,ON,1+1 bed,2 bath,700-799 sqft
1146,799900,5513-10 York Street,Toronto,ON,1 bed,1 bath,500-599 sqft
1147,649000,208-29 Pemberton Avenue,Toronto,ON,2 bed,2 bath,900-999 sqft
1148,999000,36 Vanbrugh Avenue,Toronto,ON,3+2 bed,2 bath,
1149,650000,108-480 Oriole Parkway,Toronto,ON,2 bed,1 bath,600-699 sqft
1150,3050000,UPH2-609 Avenue Road,Toronto,ON,3 bed,3 bath,1600-1799 sqft
1151,649900,#1608-2901 Kipling Avenue,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1152,799888,29-95 Eastwood Park Garden Trail,Toronto,ON,2 bed,3 bath,900-999 sqft
1153,499900,1099-100 Mornelle Court,Toronto,ON,3+1 bed,2 bath,1000-1199 sqft
1154,2950000,149 Glen Park Avenue,Toronto,ON,5 bed,5 bath,
1155,749900,911-1 Palace Pier Court,Toronto,ON,1 bed,2 bath,1000-1199 sqft
1156,1099000,PH606-75 Canterbury Place,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1157,4500000,70 North Drive,Toronto,ON,4+1 bed,4 bath,5000+ sqft
1158,3380000,162 Shaughnessy Boulevard,Toronto,ON,4+1 bed,6 bath,
1159,3488000,19 Doverwood Court,Toronto,ON,5+2 bed,6 bath,3500-5000 sqft
1160,549900,110-40 Panorama Court,Toronto,ON,3 bed,2 bath,1200-1399 sqft
1161,774900,2104-2787 Eglinton Ave Avenue E,Toronto,ON,2 bed,2 bath,900-999 sqft
1162,619900,711-580 Christie Street,Toronto,ON,2 bed,1 bath,800-899 sqft
1163,1299900,356 Aylesworth Avenue,Toronto,ON,4+2 bed,4 bath,
1164,1999888,19 Twenty Sixth Street,Toronto,ON,3 bed,3 bath,
1165,1689000,549 Silverthorn Avenue,Toronto,ON,3 bed,4 bath,
1166,865000,1705-30 Canterbury Place,Toronto,ON,2 bed,2 bath,800-899 sqft
1167,599000,1207-18 Harrison Garden Boulevard,Toronto,ON,1 bed,1 bath,500-599 sqft
1168,699000,1515-11 Lee Centre Drive,Toronto,ON,2 bed,2 bath,800-899 sqft
1169,699000,1101-50 Ann O'reilly Road,Toronto,ON,2 bed,2 bath,600-699 sqft
1170,630000,1602-68 Canterbury Place,Toronto,ON,2 bed,2 bath,800-899 sqft
1171,799900,16 Rotary Drive,Toronto,ON,3 bed,2 bath,
1172,1388000,1556 Warden Avenue,Toronto,ON,3+2 bed,2 bath,1100-1500 sqft
1173,699000,1004-51 East Liberty Street,Toronto,ON,1+1 bed,2 bath,700-799 sqft
1174,1488000,63 Lockerbie Avenue,Toronto,ON,4+1 bed,3 bath,
1175,1880000,273 Cranbrooke Avenue,Toronto,ON,3 bed,3 bath,
1176,922000,92-30 Fieldway Road,Toronto,ON,1+1 bed,2 bath,900-999 sqft
1177,1119900,23-95 Eastwood Park Gardens,Toronto,ON,2 bed,3 bath,1200-1399 sqft
1178,2825000,PH 12-2727 Yonge Street,Toronto,ON,3 bed,2 bath,2000-2249 sqft
1179,1048000,2102-8 Eglinton Avenue E,Toronto,ON,2+1 bed,2 bath,700-799 sqft
1180,699999,229-8855 Sheppard Avenue E,Toronto,ON,2+1 bed,2 bath,900-999 sqft
1181,699999,1611-68 Abell Street,Toronto,ON,2 bed,1 bath,700-799 sqft
1182,1248800,43 Mack Avenue,Toronto,ON,3+2 bed,3 bath,
1183,599000,603-85 Queens Wharf Road,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1184,1499000,10 Rovinelli Road,Toronto,ON,5+1 bed,4 bath,3000-3500 sqft
1185,899900,69 Parsell Square,Toronto,ON,3 bed,2 bath,
1186,1399900,108 Brian Drive,Toronto,ON,3+2 bed,4 bath,
1187,990000,1201-2212 Lake Shore Boulevard W,Toronto,ON,2 bed,2 bath,800-899 sqft
1188,599900,322-22 East Haven Drive,Toronto,ON,2 bed,2 bath,700-799 sqft
1189,699000,304-49 East Liberty Street,Toronto,ON,1 bed,1 bath,600-699 sqft
1190,3495000,53 Ridelle Avenue,Toronto,ON,4+1 bed,4 bath,
1191,714900,1111-2 Sonic Way,Toronto,ON,1+1 bed,2 bath,600-699 sqft
1192,980000,3609-7 Grenville Street,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1193,958000,2602-295 Adelaide Street,Toronto,ON,2 bed,2 bath,700-799 sqft
1194,749000,517-18 Rean Drive,Toronto,ON,1+1 bed,2 bath,600-699 sqft
1195,3080000,38 Holmes Avenue,Toronto,ON,5+1 bed,6 bath,
1196,1799900,72 Burncrest Drive,Toronto,ON,3+1 bed,2 bath,
1197,899000,230-30 Shore Breeze Drive,Toronto,ON,2 bed,2 bath,900-999 sqft
1198,1385000,PH 06-15 Windermere Avenue,Toronto,ON,2+1 bed,3 bath,1400-1599 sqft
1199,639888,404-18 Kenaston Gardens,Toronto,ON,1+1 bed,2 bath,600-699 sqft
1200,699900,S725-112 George Street,Toronto,ON,1 bed,1 bath,700-799 sqft
1201,698888,3102-4968 Yonge Street,Toronto,ON,2 bed,2 bath,800-899 sqft
1202,3495000,37 Duncannon Drive,Toronto,ON,3 bed,3 bath,
1203,549900,1036-251 Jarvis Street,Toronto,ON,1 bed,1 bath,0-499 sqft
1204,1038000,602-660 Sheppard Ave East Avenue,Toronto,ON,2 bed,2 bath,1200-1399 sqft
1205,3888000,188 Hollywood Avenue,Toronto,ON,5+2 bed,7 bath,3500-5000 sqft
1206,629000,1601-840 Queens Plate Drive,Toronto,ON,1+1 bed,2 bath,600-699 sqft
1207,655000,B4-75 Crescent Road,Toronto,ON,2 bed,1 bath,900-999 sqft
1208,849000,2211-290 Adelaide Street W,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1209,999988,19 Deerfield Road,Toronto,ON,3 bed,2 bath,
1210,599000,113-812 Lansdowne Avenue,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1211,1610000,196 Raponi Circle,Toronto,ON,4 bed,3 bath,
1212,3788000,18 Restwell Crescent,Toronto,ON,4+1 bed,6 bath,
1213,650000,1436-18 Mondeo Drive,Toronto,ON,2 bed,2 bath,900-999 sqft
1214,599000,502-55 Harrison Garden Boulevard,Toronto,ON,2 bed,2 bath,700-799 sqft
1215,599900,414-15 Lower Jarvis Street,Toronto,ON,1 bed,1 bath,0-499 sqft
1216,1985000,40 Enroutes Street,Toronto,ON,3+1 bed,4 bath,2000-2500 sqft
1217,3529000,36 Cheval Drive,Toronto,ON,5+1 bed,5 bath,3000-3500 sqft
1218,848888,2305-199 Richmond Street W,Toronto,ON,1 bed,1 bath,500-599 sqft
1219,1399000,2007-2269 Lake Shore Boulevard W,Toronto,ON,2+1 bed,2 bath,1400-1599 sqft
1220,699000,118-11 Applewood Lane,Toronto,ON,2 bed,3 bath,1000-1199 sqft
1221,899000,50-653 Warden Avenue,Toronto,ON,3 bed,2 bath,1400-1599 sqft
1222,599000,303-66 Forest Manor Road,Toronto,ON,1 bed,1 bath,500-599 sqft
1223,679000,104-32 Fieldway Road,Toronto,ON,1 bed,1 bath,500-599 sqft
1224,649000,306-330 Mccowan Road E,Toronto,ON,2+1 bed,2 bath,900-999 sqft
1225,698800,801-1275 Markham Road,Toronto,ON,3 bed,2 bath,1400-1599 sqft
1226,1997000,254 Torresdale Avenue,Toronto,ON,3+3 bed,4 bath,
1227,1698000,57 Tollerton Avenue,Toronto,ON,4 bed,3 bath,
1228,549999,716-181 Village Green Square,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1229,599900,302-1387 Bayview Avenue,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1230,899900,4 Burkwood Crescent,Toronto,ON,4+1 bed,3 bath,
1231,1988000,5 Leonard Circle,Toronto,ON,3 bed,2 bath,
1232,3200000,15 Duncannon Drive,Toronto,ON,3+1 bed,4 bath,
1233,999000,7 Willowhurst Crescent,Toronto,ON,3+1 bed,2 bath,1100-1500 sqft
1234,850000,1711-85 Wood Street,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1235,928000,TH 18-215 Bonis Avenue,Toronto,ON,3 bed,2 bath,1400-1599 sqft
1236,549000,2207-153 Beecroft Road,Toronto,ON,1 bed,1 bath,500-599 sqft
1237,673000,1001-375 King Street W,Toronto,ON,– bed,1 bath,0-499 sqft
1238,1080000,68 Glencoyne Crescent,Toronto,ON,4 bed,3 bath,
1239,499000,68-200 Mclevin Avenue,Toronto,ON,2 bed,1 bath,700-799 sqft
1240,1168000,5507-386 Yonge Street,Toronto,ON,3 bed,2 bath,1000-1199 sqft
1241,1678000,40 Cedarcroft Boulevard,Toronto,ON,4+3 bed,3 bath,
1242,619000,413-550 Front Street W,Toronto,ON,1 bed,1 bath,500-599 sqft
1243,955900,LPH04-36 Blue Jays Way,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1244,736000,1401-88 Broadway Avenue,Toronto,ON,2 bed,2 bath,700-799 sqft
1245,849900,711-550 Queens Quay W,Toronto,ON,2 bed,2 bath,700-799 sqft
1246,788000,1917-155 Yorkville Avenue,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1247,1788000,78 Greendale Avenue,Toronto,ON,4 bed,5 bath,2000-2500 sqft
1248,799999,4605-75 Queens Wharf Road,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1249,685000,1112-290 Adelaide Street,Toronto,ON,1 bed,1 bath,0-499 sqft
1250,429990,309-234 Albion Road,Toronto,ON,2 bed,1 bath,899 sqft
1251,899000,117 Kalmar Avenue,Toronto,ON,2+1 bed,2 bath,
1252,2799000,77 Wilson Park Road,Toronto,ON,7+2 bed,14 bath,
1253,659000,703-50 Brian Harrison Way,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1254,649000,# 128-120 Harrison Gardens,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1255,699000,704-14 York Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1256,599900,PH 6-5508 Yonge Street,Toronto,ON,1 bed,1 bath,500-599 sqft
1257,2125000,203 Atlas Avenue,Toronto,ON,4+1 bed,4 bath,
1258,979000,511-8 Eglinton Avenue E,Toronto,ON,2+1 bed,2 bath,700-799 sqft
1259,449000,1202-5580 Sheppard Avenue E,Toronto,ON,2 bed,1 bath,900-999 sqft
1260,1298000,9 Aveline Crescent,Toronto,ON,3+3 bed,4 bath,
1261,599000,407-5800 Sheppard Avenue E,Toronto,ON,1+1 bed,1 bath,800-899 sqft
1262,699999,606-20 Gladstone Avenue,Toronto,ON,1 bed,1 bath,0-499 sqft
1263,599900,2921-181 Village Green Square,Toronto,ON,2 bed,1 bath,800-899 sqft
1264,468000,705-10 Willison Square,Toronto,ON,– bed,1 bath,0-499 sqft
1265,1539900,60 Manorglen Crescent,Toronto,ON,4 bed,3 bath,
1266,988888,8 Newdawn Crescent,Toronto,ON,3+2 bed,3 bath,
1267,850000,311-8825 Sheppard Avenue E,Toronto,ON,3 bed,3 bath,1200-1399 sqft
1268,799999,44-50 Verne Crescent,Toronto,ON,3+1 bed,3 bath,1200-1399 sqft
1269,599000,511-352 Front Street W,Toronto,ON,1 bed,1 bath,0-499 sqft
1270,978000,UPH 08-21 Nelson Street,Toronto,ON,2 bed,2 bath,800-899 sqft
1271,1799000,102-223 St Clair Avenue W,Toronto,ON,3 bed,3 bath,1800-1999 sqft
1272,719000,1607-320 Richmond Street E,Toronto,ON,1+1 bed,2 bath,600-699 sqft
1273,1599000,5 Augustus Terrace,Toronto,ON,3+1 bed,4 bath,2000-2249 sqft
1274,1399999,2438-33 Harbour Square,Toronto,ON,2+1 bed,2 bath,1400-1599 sqft
1275,4299900,93 Spadina Road,Toronto,ON,2 bed,16 bath,
1276,499000,UPH1-298 Jarvis Street,Toronto,ON,1+1 bed,2 bath,700-799 sqft
1277,399998,3911-115 Blue Jays Way,Toronto,ON,– bed,1 bath,0-499 sqft
1278,499000,1501-2015 Sheppard Avenue E,Toronto,ON,1 bed,1 bath,500-599 sqft
1279,839000,2203-7 Grenville Street,Toronto,ON,2 bed,2 bath,600-699 sqft
1280,674900,205-284 St Helen's Avenue,Toronto,ON,1 bed,1 bath,500-599 sqft
1281,1888000,32 Donalda Crescent,Toronto,ON,3+1 bed,3 bath,
1282,1659000,18 Burncrest Drive,Toronto,ON,2+1 bed,2 bath,
1283,799000,1501-17 Bathurst Street S,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1284,908000,201-39 Queens Quay E,Toronto,ON,1 bed,1 bath,600-699 sqft
1285,699900,1211-830 Lawrence Avenue W,Toronto,ON,2 bed,2 bath,700-799 sqft
1286,699000,602-6 Humberline Drive,Toronto,ON,2 bed,2 bath,900-999 sqft
1287,799000,272-60 Parrotta Drive,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1288,1599000,4607-488 University Avenue,Toronto,ON,2+1 bed,2 bath,900-999 sqft
1289,1499000,41 Glenbrook Avenue,Toronto,ON,3+1 bed,2 bath,
1290,1224000,105 Greyabbey Trail,Toronto,ON,3 bed,2 bath,1100-1500 sqft
1291,589000,801-3050 Ellesmere Road,Toronto,ON,2 bed,2 bath,900-999 sqft
